started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-31 16:25:11.343000+00:00,2021-08-31 16:40:23.898000+00:00,912,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2021-08-31 16:35:45.076000+00:00,2021-08-31 16:45:39.875000+00:00,594,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906
2021-08-31 16:39:28.758000+00:00,2021-08-31 16:56:55.638000+00:00,1046,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 16:40:03.984000+00:00,2021-08-31 17:01:29.761000+00:00,1285,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-31 16:44:20.079000+00:00,2021-08-31 16:50:53.113000+00:00,393,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257
2021-08-31 16:45:20.754000+00:00,2021-08-31 16:50:46.043000+00:00,325,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-31 16:50:40.713000+00:00,2021-08-31 16:56:45.311000+00:00,364,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-31 16:51:42.705000+00:00,2021-08-31 17:07:19.662000+00:00,936,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 16:54:46.181000+00:00,2021-08-31 17:28:23.316000+00:00,2017,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 16:56:20.392000+00:00,2021-08-31 17:04:09.105000+00:00,468,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-08-31 16:57:49.874000+00:00,2021-08-31 17:08:04.797000+00:00,614,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-08-31 16:58:59.613000+00:00,2021-08-31 17:16:30.970000+00:00,1051,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 17:09:55.944000+00:00,2021-08-31 17:20:10.058000+00:00,614,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-31 17:13:03.978000+00:00,2021-08-31 17:33:20.162000+00:00,1216,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 17:13:37.101000+00:00,2021-08-31 17:15:53.038000+00:00,135,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-08-31 17:14:58.174000+00:00,2021-08-31 18:30:22.165000+00:00,4523,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-31 17:16:20.344000+00:00,2021-08-31 17:34:12.447000+00:00,1072,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 17:16:47.029000+00:00,2021-08-31 17:27:14.674000+00:00,627,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593
2021-08-31 17:18:23.970000+00:00,2021-08-31 17:29:05.901000+00:00,641,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368
2021-08-31 17:23:35.208000+00:00,2021-08-31 17:48:24.301000+00:00,1489,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-31 17:33:21.204000+00:00,2021-08-31 17:45:28.636000+00:00,727,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-31 17:34:07.813000+00:00,2021-08-31 17:48:38.811000+00:00,870,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 17:34:17.083000+00:00,2021-08-31 17:48:38.747000+00:00,861,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368
2021-08-31 17:34:58.361000+00:00,2021-08-31 17:47:49.810000+00:00,771,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 17:36:14.399000+00:00,2021-08-31 18:01:04.005000+00:00,1489,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-31 17:37:20.948000+00:00,2021-08-31 19:07:57.183000+00:00,5436,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 17:38:56.740000+00:00,2021-08-31 18:05:11.015000+00:00,1574,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 17:39:38+00:00,2021-08-31 18:01:52.883000+00:00,1334,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593
2021-08-31 17:40:51.512000+00:00,2021-08-31 17:48:10.128000+00:00,438,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 17:41:00.518000+00:00,2021-08-31 17:48:28.248000+00:00,447,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-31 17:45:02.648000+00:00,2021-08-31 17:52:09.631000+00:00,426,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-08-31 17:48:55.127000+00:00,2021-08-31 18:01:54.461000+00:00,779,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 17:49:16.278000+00:00,2021-08-31 18:53:52.314000+00:00,3876,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 17:49:19.803000+00:00,2021-08-31 18:55:25.113000+00:00,3965,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 17:59:52.967000+00:00,2021-08-31 18:06:50.392000+00:00,417,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-31 18:01:22.461000+00:00,2021-08-31 18:43:03.778000+00:00,2501,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-31 18:12:31.603000+00:00,2021-08-31 19:14:24.206000+00:00,3712,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-31 18:21:47.261000+00:00,2021-08-31 18:47:14.254000+00:00,1526,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-31 18:22:30.201000+00:00,2021-08-31 19:24:36.988000+00:00,3726,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-31 18:27:58.725000+00:00,2021-08-31 18:56:10.504000+00:00,1691,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-31 18:33:05.194000+00:00,2021-08-31 18:57:10.905000+00:00,1445,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 18:45:00.626000+00:00,2021-08-31 19:04:57.760000+00:00,1197,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 18:49:49.378000+00:00,2021-08-31 19:09:36.571000+00:00,1187,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 18:50:47.572000+00:00,2021-08-31 19:06:13.405000+00:00,925,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-08-31 18:55:45.251000+00:00,2021-08-31 19:03:39.404000+00:00,474,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-08-31 18:59:13.265000+00:00,2021-08-31 19:13:42.974000+00:00,869,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 19:03:47.251000+00:00,2021-08-31 19:24:57.155000+00:00,1269,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745
2021-08-31 19:08:05.904000+00:00,2021-08-31 19:59:29.780000+00:00,3083,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 19:21:40.581000+00:00,2021-08-31 19:59:08.394000+00:00,2247,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 19:23:51.022000+00:00,2021-08-31 19:39:52.188000+00:00,961,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 19:29:35.276000+00:00,2021-08-31 19:43:16.947000+00:00,821,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-08-31 20:13:06.924000+00:00,2021-08-31 21:45:57.561000+00:00,5570,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-31 20:25:23.438000+00:00,2021-08-31 21:12:05.973000+00:00,2802,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-31 20:33:21.752000+00:00,2021-08-31 20:40:24.390000+00:00,422,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-31 20:33:42.073000+00:00,2021-08-31 20:41:21.423000+00:00,459,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-31 20:47:09.490000+00:00,2021-08-31 20:52:17.895000+00:00,308,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 21:01:29.740000+00:00,2021-08-31 21:12:47.369000+00:00,677,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 21:01:54.949000+00:00,2021-08-31 21:24:26.103000+00:00,1351,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357
2021-08-31 21:04:20.032000+00:00,2021-08-31 21:34:02.800000+00:00,1782,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 21:04:26.795000+00:00,2021-08-31 21:34:44.957000+00:00,1818,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 21:12:18.487000+00:00,2021-08-31 21:41:28.219000+00:00,1749,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-08-31 21:13:29.893000+00:00,2021-08-31 21:29:59.616000+00:00,989,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-31 21:13:45.312000+00:00,2021-08-31 21:25:39.393000+00:00,714,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 21:17:53.129000+00:00,2021-08-31 21:26:30.547000+00:00,517,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-31 21:21:01.287000+00:00,2021-08-31 21:32:23.540000+00:00,682,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 21:34:54.016000+00:00,2021-08-31 21:52:45.397000+00:00,1071,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-31 21:41:01.323000+00:00,2021-08-31 22:02:16.165000+00:00,1274,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-08-31 21:47:36.738000+00:00,2021-08-31 21:56:28.697000+00:00,531,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-31 22:01:46.235000+00:00,2021-08-31 22:09:23.066000+00:00,456,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434
2021-08-31 22:41:26.751000+00:00,2021-08-31 22:58:43.253000+00:00,1036,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-31 22:41:28.688000+00:00,2021-08-31 22:59:10.271000+00:00,1061,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-31 23:54:56.580000+00:00,2021-09-01 00:18:03.320000+00:00,1386,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-31 23:55:06.744000+00:00,2021-09-01 00:18:02.662000+00:00,1375,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
